title,lyric,album,like
"
				바쁘거든
			","막 이랬다저랬다
이랬다가는
끝이 안 보이는데
소파 위에 널브러진
게으름 그 사이로
덮어둠 안 될까요
때론 넘어가는 게
좋아 보여
난 더는 미움은 싫어
똑같아
부끄러운 건 알아
똑같아
내가 왜 이러는지
안 되는데
아무리 밉다 해도 OH
우린 지금 서로 사랑하기도
날 마다 눈에 담기에도
쓸데없는 일로 다투기엔 좀 바쁘거든
우리끼리 으르렁거리기엔
물어뜯고 할퀴기엔
미워할 바에야 안아주기 바쁘거든
진짜
바빠 바빠 바빠 바빠
이럴 시간 없어
바빠 바빠 바빠 바빠 바빠
바빠 바빠 바빠 바빠
눈코 뜰 새 없이 바쁘거든
너를 웃게 해줄 재미난 얘기
A부터 Z 적어놓기까지 했는데
이게 아닌가?
하루종일 짜증 내고 윽박지르는 것 정도는
그럴 수도 있다곤 생각해
그래도 뒤돌아서진 마
내 두 눈 똑바로 보고 말해줘
똑같아
부끄러운 건 알아
똑같아
내가 왜 이러는지
안 되는데
아무리 밉다 해도 OH
우린 지금 서로 사랑하기도
날 마다 눈에 담기에도
쓸데없는 일로 다투기엔 좀 바쁘거든
우리끼리 으르렁거리기엔
물어뜯고 할퀴기엔
미워할 바에야 안아주기 바쁘거든
진짜
우린 지금 서로 사랑하기도
날 마다 눈에 담기에도
쓸데없는 일로 다투기엔 좀 바쁘거든
우리끼리 으르렁거리기엔
물어뜯고 할퀴기엔
미워할 바에야 안아주기 바쁘거든
진짜
바빠 바빠 바빠 바빠
이럴 시간 없어
바빠 바빠 바빠 바빠 바빠
바빠 바빠 바빠 바빠
눈코 뜰 새 없이 바쁘거든",INSERT COIN,168
"
				애정표현 (말하고 싶은 비밀 X LUCY)
			","너무나 오래 참았어
가슴만 설레 눈감고
난 지금 꿈을 꾸었어
너무도 아름다웠지
널 만나 흔들리는 내 맘을
들킬까 두려웠었어
너에게 애정표현 단 한번도 하지 못하고
가슴만 뛰었던 나
Oh my darling my darling
널 품에 안으며
나의 마음을 고백하고파
Oh my darling my darling
입술에 닿으며
달콤하게 영원한 사랑 전할래
너무나 오래 참았어
가슴만 설레 눈감고
매일 밤 꿈을 꾸지만
용기가 없던 나였어
널 만나 흔들리는 내 맘을
들킬까 두려웠었어
너에게 애정표현 단 한번도 하지 못하고
가슴만 뛰었던 나
Oh my darling my darling
널 품에 안으며
나의 마음을 고백하고파
Oh my darling my darling
입술에 닿으며
달콤한 사랑 나누고 싶어
Oh my darling my darling
널 품에 안으며
나의 마음을 고백하고파
Oh my darling my darling
입술에 닿으며
달콤하게 영원한 사랑 전할래",애정표현 (말하고 싶은 비밀 X LUCY),108
"
				선잠
			","회색빛으로 물든 사람들의
표정과 힘없는 발걸음
나와 다를 것이 하나 없어
But you don't have to be an adult
(가끔은 철없게)
We are gold and feel this freedom
When you thought you could do everything
(그때를 기억해)
We were golden feel our childhood
We just want to play with you
어디로 가는 거야
Woo feel our childhood
기다려 주지 않아
Woo feel our childhood
Feel our childhood
우리는 언제 어른이 됐나
벌어지는 일들에 달려가는 시간에
익숙지 않아
어느새 나도 낮보다
밤을 기다리고 있어
꿈이 없는 잠을 바라며
기대해도 기대 쉴 곳은 없어
But you don't have to be an adult
(가끔은 철없게)
We are gold and feel this freedom
When you thought you could do everything
(그때를 기억해)
We were golden feel our childhood
We just want to play with you
어디로 가는 거야
Woo feel our childhood
기다려 주지 않아
Woo feel our childhood
Feel our childhood
Feel our childhood
Time to sleep woo
We just want to play with you
어디로 가는 거야
Woo feel our childhood
어디로 가도 좋아
Woo feel our childhood
Feel our childhood
Feel our childhood",선잠,581
"
				Magic
			","It's magic 마법을 부린 것처럼 눈이 부셔
이렇게
Just like magic 너를 볼수록 빠져들어
눈부셔
사랑이라 부르기엔 꿈만 같은 일들이
마법이라 불러볼까 이런 신비한 일들
그대만 곁에 있으면 그게 다 마법이죠
난 이제야 알 것 같아 이게 뭐였는지
이렇게 궁금했던 비밀을 알았지
no more secrets yeah
이상한 나라의 앨리스 같은 말은 싫어
시간을 멈추고 내게 다 알려줘
It's magic 마법을 부린 것처럼 눈이 부셔
이렇게
Just like magic 너를 볼수록 빠져들어
눈부셔
사랑이라 부르기엔 꿈만 같은 일들이
마법이라 불러볼까 이런 신비한 일들
그대만 곁에 있으면 그게 다 마법이죠
이럴 거면 맘대로 날 조종해 줘
마법에 빠져 너만 보고 있는 걸
이상한 눈으로 날 그렇게 보지는 말아줘
너가 내 문제의 정답을 아는걸
It's magic 마법을 부린 것처럼 눈이 부셔
이렇게
Just like magic 너를 볼수록 빠져들어
눈부셔
사랑이라 부르기엔 꿈만 같은 일들이
마법이라 불러볼까 이런 신비한 일들
그대만 곁에 있으면 그게 다 마법이죠",열,149
"
				수박깨러가
			","회색빛으로 물든 사람들은
이젠 파랗게 물들고 있어
네가 바다 가고 싶대서 바로 왔어
무슨 말이 더 필요해
바로 가자
지금 아니면 같은 밤을 헤엄치겠지
나와 수천 번 넘게 그려 왔던 거잖아
바다같이 시원한 너와 꼭 한번
수박 깨러 가
너만 되면 GO
바닷가로 Dive
지금 걱정은 내일로 미뤄
그대의 여름 안에 내가 있길
숨 막히는 더위를 피해서
우린 지금 바다에
바람 쐬러 가
끝없는 바다 시원한 바람
나른한 너와 나 자유로운 기분
여기 있는 거 다 Remember
네가 하고 싶은 거 네가 보고 싶던 거잖아
그 반짝이는 눈
좀 더 일찍 데려와 줄 걸
내가 바다를 보고 싶을 땐
굳이 멀리 안 나가도 돼
네가 내게 바다야
Stay with me
지금 아니면 같은 밤을 헤엄치겠지
나와 수천 번 넘게 그려 왔던 거잖아
바다같이 시원한 너와 꼭 한번
수박 깨러 가
너만 되면 GO
바닷가로 Dive
지금 걱정은 내일로 미뤄
그대의 여름 안에 내가 있길
숨 막히는 더위를 피해서
우린 지금 바다에
바람 쐬러 가",PANORAMA,442
"
				Flare
			","작고 여린 내 목소리
누구에게 닿을 수 있을까
고민하던 나
소중한 너의 말들이
내가 가야 할 곳이 어딘지 알려줘
고마워 고마워 고마워 고마워
넌 날 일으켜줘
넌 날 가득하게 만들어
You give me hope
You make me smile
You have my soul
You have my heart
You give me hope
You make me smile
You have my soul
You are my
날 일으킨 너의 미소
Wake up Wake up Wake up
한 치 앞을 모른 대도
We go We go We go
잃어가는 줄만 알았던 시간들
그 불안이 날 어지럽혀
Left side Left side Left side
Right side Right side Right side
You said we'll be the flare
It's time to shot away
Don't stop and sink or swim Oh
모 아님 도 후회 없이 난 Oh
Take a breath and start again Oh
시작이 반
Keep me young and free Oh
멈추지 않고 달려야 한단
부담 내려놓고
어느새 등 뒤에 젖어 있는
땀을 좀 식히고
어느새 여기 서 있어
With you With you With you
고단한 하루 끝에서
Lean on Lean on Lean on
결국 다 사라져
허무히 떠나도 빛바래진 않아
You are not alone
You said we'll be the flare
It's time to shot away
Don't stop and sink or swim Oh
모 아님 도 후회 없이 난 Oh
Take a breath and start again Oh
시작이 반
Keep me young and free Oh
멈추지 않고 달려야 한단
부담 내려놓고
어느새 등 뒤에 젖어 있는
땀을 좀 식히고
You give me hope
You make me smile
You have my soul
You have my heart",PANORAMA,351
"
				10sec
			","닳아 낡아빠진 Filament 뒤로
스쳐 가듯 그댄 그림자만 비추고
정신없는 사람들 사이
날 보내주려 하지 않아
결국 I had to let you go
다가가긴 far
숨 막혀
샴페인은 안 내키고
벽에 딱 붙어
하나같이 외로워 보이는 춤을 춰
Give me 10 seconds
뭐가 그리 신나는지
이젠 다 모르겠어
그냥 같이 춤을 춰
나는 그대도 너네도 아무도 몰라
근데 왜 즐거운지
지금 내게 그 10초가 되돌아오면
네게 다가갔을까
어느샌가 여기 섞이고
나는 분위기에 취했는지 괜히 웃고 있고
정신없는 조명들 밑
이제는 맘이 편한 듯해
이젠 I don't have to go
내일까진 far
목 막혀 마실 걸 좀 시키고
어깰 딱 붙여
두근대는 마음은 그대로 내비 둬
Give me 10 seconds
나는 뭐에 신났는지
이젠 다 모르겠어 그냥 계속 춤을 춰
나는 그대도 너네도 아무도 몰라
근데 왜 즐거운지
지금 내게 그 10초가 되돌아오면
네게 다가갔을까
Hat the matter
우린 이미 하나
What's the matter?
너도 같이 놀아
Make it better
눈치 보지 말아
Make feel better
다른 생각 말고
Hat the matter
우린 이미 하나
What's the matter?
너도 같이 놀아
다시 간다
1 2 3 4
나는 그대도 너네도 아무도 몰라
근데 왜 즐거운지
지금 내게 그 10초가 되돌아오면
네게 다가갔을까",Childhood,197
"
				One by One
			","또 웃음이나
(You know why I know why)
너는 어땠어 달빛 아래 앉은 우리
생각만 해도 설레는 걸
Drive in the morning
너의 시간을 빌리러
Drive in the midnight
널 잘 안다고는 못해도
내게 닻을 내리고
함께 돛을 펴고
(Would you come with me?
Can you come with me?)
You are my world
Yes one by one
아름다워 네 모든 게
시간이 흐르고 불이 번지면
내 손을 잡고서
Find it out One by one
We'll look at what love is
We'll look at what love is
We'll look at what love is
이 검은 밤하늘 위에
우리 별 위로
I'll be waiting for
넌 내가 아직 낯설고 시간이 필요해
I'll be waiting for
You know I'll be waiting for you
급하지 않게 Wah ooh wah
Drive in the morning
너의 시간을 빌리러
Drive in the midnight
널 잘 안다고는 못해도
내게 닻을 내리고
함께 돛을 펴고
(Would you come with me?
Can you come with me?)
You are my world
Yes One by one
아름다워 네 모든 게
시간이 흐르고 불이 번지면
내 손을 잡고서
Find it out One by one
We'll look at what love is
We'll look at what love is
We'll look at what love is
이 검은 밤하늘 위에
우리 별 위로
I want to keep you in my life
알려줘 하나하나 다 Ooh wah
네 꿈속에서 만나던
그 바라던 사람이 돼 줄게
Find it out One by one
Find it out One by one
I want to see the hidden sides
이 검은 밤하늘 위에
우리 별 위로",Gatcha!,315
"
				Over The Christmas
			","어느새 지나가 버린 얘기
해와 솔잎처럼

차가운 만큼 따뜻해 줬던 우리
Merry Christmas all of you

난 아직 그 발걸음을 떼지 못했나 봐
우리가 쌓아놓은 눈 위로
그냥 고마워 서로여서 온 이 계절이

네 번의 마법과
삼천만 번의 순간
열두 권을 지난 우리 이야기

하얀 눈
꽃잎들
속을 하나하나 볼 수 있다면
서로의 마음도 보일까

차가운 입김과
손을 주머니에 포개 놓으면
밝은 조명들이 우릴 축하해 주듯 빛나

내가 밤이 돼줄게
너는 눈이 돼줄래? 

내가 빨강 해줄게
너가 내 초록 해줄래? 

내가 널 받아낼게
너는 펑펑 내려줄래? 

우리 같이 흩날려
세상을 하얗게 덮어볼래?

어디선가 웃고 있을 너의 보고 싶은 얼굴
서로를 바라보곤
나는 널 너는 날

말라버린 달력
두꺼워지는 옷이
열두 번의 기대를 아는 듯이

하얀 눈
꽃잎들
속을 하나하나 볼 수 있다면
서로의 마음도 보일까

차가운 입김과
손을 주머니에 포개 놓으면
밝은 조명들이 우릴 축하해 주듯 빛나

내가 밤이 돼줄게
너는 눈이 돼줄래? 

내가 빨강 해줄게
너가 내 초록 해줄래?

내가 널 받아낼게
너는 펑펑 내려줄래?

우리 같이 흩날려
세상을 하얗게 덮여볼래?",Boogie Man,150
"
				GO
			","시작되고 있어
두근대는 마음이
지금 여기 느껴지고 있어
스치는 바람 속
들려온 목소리
다시 나를 깨워주고 있어
아직은 우리의 밤이
어둡고 길어도
밝게 빛나던 순간의 꿈처럼
달려가 지금
발길이 닿는 대로
수많은 물음표 끝에 오직 하나
I'm ready to go 기다려온 타이밍
난 마음이 가는 대로
손끝이 가리킨 방향을 따라
I'm ready to go 절대 멈추지 않아
'난 나를 못 이겨'
말해왔던 나의
지난 시간 모두 잊혀져
끝이 보이지 않는
비탈길일지라도
부서지지 않는 하나의 돌처럼
달려가 지금
발길이 닿는 대로
수많은 물음표 끝에 오직 하나
I'm ready to go 기다려온 타이밍
난 마음이 가는 대로
손끝이 가리킨 방향을 따라
I'm ready to go 절대 멈추지 않아
그저 믿고 가는 거야
자신할 수 있어 난
깨어나 다시
상처를 털어내고
차가운 세상에 무릎 꿇지 않아
I'm ready to go 울려 퍼지는 사인
난 내가 바라는 대로
한 걸음 두 걸음 달려가는 거야
I'm ready to go 지금 이 순간 시작",조폭인 내가 고등학생이 되었습니다 OST Part.1,37
"
				Missing Call (Feat. 수란)
			","왜 지울 수가 없을까
너의 전화번호
그 목소리까지
난 새벽이 지나도
너의 밤에서 혼자 헤매고 있어
내 마음을 울리는
시린 말들에 겨우 이제서야
그대를 쉽게 미워할 수 있을 줄 알았는데
내가 이런 우는 말투로
전화를 걸어도
넌 아무렇지 않을까
그냥 잘 지냈냐고
가끔 생각난다고
그런 한마디를 듣고 싶은 걸까
뚜 뚜 뚜 뚜 뚜 뚜 뚜 뚜
몇 번을 더 고민했는지
익숙한 번호의 부재중 Call
나랑 같은 걸까 너도 착각인 걸까 그냥
밤에 속아 전화한 걸까
어지러운 맘을 헤집어 이렇게
내 마음을 울리는
시린 말들에 겨우 이제서야
그대를 쉽게 미워할 수 있을 줄 알았는데
내가 이런 우는 말투로
전화를 걸어도
넌 아무렇지 않을까
그냥 잘 지냈냐고
가끔 생각난다고
그런 한마디를 듣고 싶은 걸까
시간이 흘러도 난
네게 남아있기를
그대만 괜찮다면
내게 전화해주기를
만약 너의 생각에 마음 아파지더라도
우린 괜찮아질 거야 지금보다",PANORAMA,488
"
				무색(無色)
			","나의 어린 날엔 누군가 덧칠해서
돌아보고 싶지 않아
흐린 눈으로 바라봐
아무도 모르게 묻어 두면 나을까
내 상처가 깨지 않게 발끝으로 걸어줘요
하루가 지나고 또 하루가 지나면
아주 조금일지라도 옅어지진 않을까
옅은 빛을 따라 언덕을 다시 넘어봐도
돌아갈 수 없을 거라 그렇게 말했네
남김없이 태워줘 하나도 남아나지 않도록
전부 지워줘 다시 그려갈 수 있도록
나를 안아줘 모두 떠나가진 않을까
홀로 걱정했던 날들이 무색(無色)해지게
모두 태워줘 하나도 남아나지 않도록
전부 지워줘 다시 그려갈 수 있도록
나를 채워줘 아픈 물감을 씻어내서
아무도 알아볼 수 없게
새롭게 그려봐 다시 그렇게",Childhood,156
"
				해가뜨는밤
			","지구를 접어보면
멀어질까 가까워질까
늘 빛나는 너에게로
나의 밤을 전해
내가 뜨면 넌 저물고
네가 뜨면 나는 떠나
더 가까워지고 싶어
나에게 너라는 별
저 수많은 별
또 수많은 우주가 택한 너야
그리고 난 널 담아둘게
너의 따듯한 온기를 품고서 저 멀리서
다시 밤이 찾아오면
너의 흔적이 남은 자릴 바라보다
오늘도 어두운 밤하늘에서 난
너의 빛을 비추겠지 Oh
Because I’m without you I’m nothing
수많은 별
또 수많은 우주가 택한 너야
그리고 난 널 담아둘게
너의 따듯한 온기를 품고서 저 멀리서
단 하루라도 같은 곳에 떠 있길
나 간절하게 바라봤었지 Oh
그 빛에 가려진 채 난 숨어봐도
여전히 내게서 너는 멀어져만 가
달빛이 여기 펼쳐지고
내 그림자가 널 가리울 때
노을의 끝자락이라도 꼭 붙잡아볼게",BLUE,239
"
				Domino (Feat. 디핵(D-Hack))
			","안녕 새들아
오늘 하루는
날씨 정말 좋지 않니?
난 오늘 드디어
그녈 만나
마음을 전하려 해
어젯밤 달빛은
넌 해낼 수 있어
그치만 내 맘 한켠엔
안돼 안돼
맘을 먹으면 무라도 베야 하는 건 아는데
당신에게 사랑을 전하고 싶은 김루시 입니다
오늘은 어떻게 해야 당신과 더 가까워 질 수 있을까
고민하다가 꽃다발을 사봤는데요
설마 꽃 선물을 싫어하실 줄은 꿈에도 몰랐답니다?
저는 언제쯤 당신의 손을 잡아볼 수 있는 걸까요?
난 어려워
넌 요지부동 쫌만
도미노처럼
한 블럭 두 블럭 알아서 넘어가 주면 안될까
이 꽃의 꽃말까진 듣고 가지 그래
아카시아 꽃말을 한참 외웠는데
그러니까
휘청거리게 하네 날 YEAH
어제와 같이 Ey
네 한숨에 넘어가네
도미노같이 Yeah
템포를 낮춰 신중하게 생각해도 돼
별로면 별로다 솔직하게 말해줄래
조금 문제가 있다면
쟤보다는 내가 UH
나은 것 같다는 음
어려운데
아무리 생각 해봐도
그대는 저에게 관심이 없어 보이는데
왜 자꾸 제 마음은 멈추지 않는 걸까요
가끔 제 말에 웃는걸 보면
아예 마음이 없는 건 아닌 거 같은데
그냥 솔직하게 말해주시면 안 되는 거예요?
난 어려워
넌 요지부동 쫌만
도미노처럼
한 블럭 두 블럭 알아서 넘어가 주면 안될까
난 너만 있으면
다 아름다워
넌 가끔 웃을 때
머리가 하얘져
오늘 데이트 어땠어?
음 잘 모르겠네 난 괜찮은데 저쪽이 날 좀
어려워하는 거 같은 느낌?
뭐야 잘 안된 거야?
아니 그보다 야 꽃다발을 사왔어
좀 귀여운 거 같아",Childhood,177
"
				파울
			","조용히 속삭이던 맘
살며시 덮어두다가
던졌네
허무하게 선을 넘어
벗어나 굴러간 공은
되돌릴 순 없네
어디로 떠나갔나
말해줘 뭐가 뭔지
난 아무것도
모른 채 가만히
구석 끝에 혼자
기다려 누군가
날 다시 잡아줄까
조용한 바람은 와도
떠날 땐 아무도 몰래
떠나고 마는데
내겐
흔적은 연기 같아서
그 흔한 추억마저
날 두고 떠나
어디로 떠나갔나
말해줘 뭐가 뭔지
난 아무것도
모른 채 가만히
구석 끝에 혼자
기다려 누군가
날 다시
잡고 싶은 게 많아
널 잡은 손을 놨네
더 일찍 알았다면
한 번만 더
다시 날 돌아봐 줘
나에게도 언젠가
어렸던 내 마음을
돌아봤을 때
그토록 푸르던
미솔 지어보는
그날이 온다면
또다시 던져볼게",Childhood,174
"
				Never in vain
			","I'm gonna fade out arrested by the night
Even shadows around me
have nothing to say to you
Oh babe calling your name
I blind myself every day
This memory's not sad
it just makes me filled with you
And look
We're against the world
And you never left me all alone
Cuz we're written in the stars
The black sky was full of scars
But you burn my darkness overnight
Our love was never in vain
I'm gonna fade out arrested by the night
Even shadows around me
have nothing to say to you
Oh babe calling your name
I blind myself every day
This memory's not sad
it just makes me filled with you
You hit me with the FaceTime
It's hard to even say hello
Probably you felt alone
I made you insecure
You know I'm gonna be on your side
When all of this fight's over
When you down
And when we fall
You know I won't let you go
And look
We're against the world
And you never left me all alone
Cuz we're written in the stars
The black sky was full of scars
But you burn my darkness overnight
Our love was never in vain
When every part of me is ripped away
Nobody ever can stop me in any way
When every part of me is ripped away
Nobody ever can stop me back to you
Now look
We're against the world
And you never left me all alone
Cuz we're written in the stars
The black sky was full of scars
But you burn my darkness overnight
Our love was never in vain",INSERT COIN,128
"
				채워
			","뒤 돌아보면 온통 어둔 밤
지나온 길 말곤 다 안개 같아
언제까지 이 길 위를 헤매고
남겨져 있는 걸 쫓아 가야 해?
They can't make you feel better
Who said your trip was an error
거의 똑같이 앞 사람
뒤만 따라다녔구나
They can't make you feel better
Who said your trip was an error
아이가 추는 춤사위처럼
하고 싶은 대로 채워
뒤 돌아보면 온통 어둔 밤
지나온 길 말곤 다 안개 같아
언제까지 이 길 위를 헤매고
남겨져 있는 걸 쫓아 가야 해?
They can't make you feel better
Who said your trip was an error
다 똑같아
바라본적 없던 것마저
They can't make you feel better
Who said your dream was an error
나만의 춤사위처럼
맘에 드는 걸로 채워",INSERT COIN,107
"
				Buddy
			","It is fine
너랑 놀 때마다
우리 엄마는
너를 더 좋아해 (No No)
It's fine it's fine
그만큼 우리는 더
We're fine We're fine
Having fun is all we do
만났다 하면 Upside down
쌓인 싫증이 나침반
And I'm looking for
We are looking for
정신 못 차린 어린아이
철을 파고드는 바람
Time to wake me up
Time to wake
Time to wake me up
어른은 Bye Bye
우린 High Five
기분 Skydive ooh
Oh 눈치 볼 필요 없이
(Don't be afraid Cause buddy I'm with you)
오늘은 Drive time
그만 Stop sigh
Okay Five By Five
우린 말이 필요 없이
Oh feel like vibing
Feel like vibing
U N ME A N D I N U N US
W E N I N U N U N ME
다음에 또 연락하자 (No No)
언제 될 진 모르지만
일상으로 돌아가
It's fine it's fine
세상 지루해도
We're fine We're fine
Having fun is all we do
만났다 하면 Upside down
쌓인 싫증이 나침반
And I'm looking for
We are looking for
정신 못 차린 어린아이
철을 파고 드는 바람
Time to wake me up
Time to wake
Time to wake me up
어른은 Bye Bye
우린 High Five
기분 Skydive ooh
Oh 눈치 볼 필요 없이
(Don't be afraid Cause buddy I'm with you)
오늘은 Drive time
그만 Stop sigh
Okay Five By Five
우린 말이 필요 없이
Oh feel like vibing
Feel like vibing
철없던 시절은 떠나가
We are still (Young inside)
말로 하긴 낯부끄러운 말들
너나 나나 속으론 아는 그 맘
I will always be right there for you
어른은 Bye Bye
우린 High Five
기분 Skydive ooh
Oh 눈치 볼 필요 없이
(Don't be afraid Cause buddy I'm with you)
오늘은 Drive time
그만 Stop sigh
Okay Five By Five
우린 말이 필요 없이
Oh feel like vibing
Feel like vibing
U N ME A N D I N U N US
W E N I N U N U N ME",Gatcha!,268
