title,lyric,album,like
"
				내 쓸쓸함은 차갑지 않아요
			","떨어지는 꽃잎들 사이에는
아쉬움이 섞여 있고
솔솔 내리는 빗방울에게
자리를 내어줬죠
내 멋대로 써 놓은 공책 속엔
우리의 날들이 있고
사이사이 숨겨둔 글자 속에
내일이 적혀있죠
내 쓸쓸함은 차갑지 않아요
나를 쓱 지나가도
괜찮아요 나는 여기 있을게요
여기저기 그때의 내음 속엔
설렘이 담겨있고
이리저리 맴돌던 꽃잎들이
제자릴 찾아가죠
내 쓸쓸함은 차갑지 않아요
나를 쓱 지나가도
괜찮아요 나는 여기 있을게요
우리 같이 앉았던 그 자리엔
벌써 이른 봄이 내려요
오늘도 나는 앞서 그대 올 곳에
미리 꽃을 뿌려요",Childhood,177
"
				찾았다
			","정답은 모르지만
방법은 있으니까
자꾸 쉬운 길로 난
더 편한 대로 난 그냥
수만 개 시선 속에
진심을 찾아낸 난
이젠 하루하루가
또 일분일초가 so hard
그 말과 말의 미묘한
숨과 숨이 말하는 heart
you 솔직하게 다가와
찾았다 작게 웃어 보인 순간
찾았다 몰래 가져다 놓은 그 맘 wa!
둘만의 비밀로
느려진 시간 속에
사랑이 아마 이런 건가 봐
I'll find you
감춰둔 mellow
가끔의 sorrow
빈틈이 있어도
돌고 또 돌아와도
사랑이 아마 이런 건가 봐
키 나이 어느 하나
자라는 중이지만
그냥 하고픈 대로
난 내 식대로 난 그냥
도시의 불빛 속에
작게 뜬 저 별 하나처럼
오래오래 나
더 반짝반짝인다면
그 눈과 눈이 만나는
코끝으로 퍼지는 love
솔직하게 다가와
찾았다 작게 웃어 보인 순간
찾았다 몰래 가져다 놓은 그 맘 wa!
둘만의 비밀로
느려진 시간 속에
사랑이 아마 이런 건가 봐
한 발 한 발
놓인 물음표
이대로 가만 내버려 둘까 때론
맞잡은 손 타고 오는
자연스레 알게 되는
L O V E Love
찾았다 설렘 커져가는 순간
찾았다 살짝 아닌 척한 그 날 wa!
때로는 말보다
눈빛이 알려주는
사랑이 아마 이런 건가 봐
I'll find you
흐르는 love song
scene마다 your mood
두려움이 있어도
돌고 또 돌아와도
사랑이 아마 이런 건가 봐
내가 찾았나봐",손가락만 까딱하면 OST Part.1,45
"
				이 밤을 잊지 말아요
			","힘든 하루의 끝을 향해 가고 있지만
손을 잡고 이 밤의 끝자락을 걸어요
기억하고 싶지 않은 건 하지 말아요
오늘의 기억들로 밤을 채워보아요
내일 일은 내일에게 맡겨버려요
오늘을 더 이상 낭비하지 말아요
마음이 원하는 걸 다 말해보아요
이 밤을 놓치지 않도록
소중한 추억들이 모여 이 밤을 밝혀주어요
아름다운 기억들만 우리에게 남을 수 있도록
Oh
이 밤이 마지막인 것처럼 기억해요
오늘을 함께 걸어보아요 이 순간을 잊지 마요",Childhood,134
"
				So Nice (GMF Theme Song)
			","기분이 좋아 so nice
이미 내 맘은 그곳으로
푸른 하늘로 so nice
벌써 난 꿈을 꿔요

처음으로 만든
나만의 피크닉 샌드위치
조금은 볼품없어
보일지는 몰라도

너와 나 다시
만난다는 생각에
온종일 설레임은 가득해

깨끗한 플랫슈즈,
카메라, 가벼운 에코백
1년을 기다린 계절이 시작된걸요

기분이 좋아 so nice
이미 내 맘은 그곳으로
푸른 하늘로 so nice
벌써 난 꿈을 꿔요

혹시나 커플지옥 속에
덩그러니 있어도
어쩌면 혼자만의
축제일지 몰라도

끝없이 이어질
음악이라는 선물로 내게
즐거움은 충분해

새로 산 체크 셔츠
가볍게 어깨에 걸치고
오늘을 기다렸던 만큼 설레는 내 맘

기분이 좋아 so nice
이미 내 맘은 그곳으로
푸른 하늘로 so nice
벌써 난 꿈을 꿔요

아름답게 펼쳐져
oh 내 하루는 영화처럼
두근대고 설레여
oh 어린아이처럼",So Nice (GMF Theme Song),25
"
				LOVE ME LOVE YOU
			","내가 하루만 말을 할 수 있다면
제일 먼저 난 그댈 깨우겠어요
시간이 모자라니 빨리 일어나 봐요
우선 맛있는 아침을 먹고 시작
나도 그대가 너무 좋아요
그대라 다행이에요
그대가 준 모든 걸 기억하고 있어
가끔 그대 슬퍼 보일 때
내가 뭘 할 수 없는 게 슬퍼
내 이름을 그대가 불러줄 때
비로소 내게 세상이란 울타리가 생겨
나 언젠가 작고 귀엽지 않은 날이 와도
그대를 지켜줄게
슬프고 힘든 일 나도 많긴 했었죠
가끔 생각나 밤을 설치기도 해
그럴 땐 곤히 잠든 그대에 발끝에
내 어딘가가 닿은 채로 잠들어
근데 그대만 눈을 뜨면은
그리고 나를 부르면
그 순간이 태어나 제일 행복한 나
난 늘 시간이 부족해서
그대를 보채기만 해 미안
내 이름을 그대가 불러줄 때
비로소 내게 세상이란 울타리가 생겨
나 언젠가 작고 귀엽지 않은 날이 와도
그대를 지켜 줄게",LOVE ME LOVE YOU,462
"
				놓지 않을게
			","아 오늘 밤도
오늘도 너를 찾아가고 있어
나 생각이 나
언제나 미소 짓던 너의 모습
너 어딜 가도
나와 함께 있을 걸 약속해줘
나 어딜 가든
너와 함께할 걸 나 약속할게
너의 곁에 내가 있을게
나에게 기댈 수가 있게
이제 나와 함께 있을래
다신 아픈 상처 없도록
아 늦었지만
너에게 하고 싶은 말이 있어
널 생각하면
어떤 것보다 더 널 안고 싶어
날 기억해줘
너와 함께할 걸 난 약속할게
너의 곁에 내가 있을게
나에게 기댈 수가 있게
이제 나와 함께 있을래
다신 아픈 상처 없도록
너의 곁에 머물 수 있게
나에게 좀 더 기대 줄래
이제 나와 함께 있을래
다시 돌아갈 수 있도록",BLUE,178
"
				Farther and Farther
			","아련한 그때의 시간은
더 머물지 않고
어젯밤의 그 달과는 다른 달이 뜨는 걸
다 알고는 있지만
조금 서운해
아 이건 너무해
In my memory farther and farther
잡힐 듯 멀어지는
내용 모를 꿈처럼
그날들이
시간에 떠밀려
흩어짐 안되잖아
오늘마저 멀어져만 가는데
Woo
저 한 켠에 치워 놓은 기억은
어느새 날 떠나 버리고
저 하늘이 붉다 못해
검게 타버린 이 밤엔
결국 그리움을 말하게 돼
이건 너무해
My memory farther and farther
잡힐 듯 멀어지는
내용 모를 꿈처럼
그날들이
시간에 떠밀려
흩어짐 안 되잖아
오늘도 빛은 바래져 가는데
Woo
I found my own
안개에 갇힌 것 같아
또 하루가 저물어
모두 지나간 대도
남아줘 지금 그대로
나에게",선잠,314
"
				Grey
			","기억 속에 넌 내게 다가와
어두운 하늘에 빛이 되었어
난 아무렇지도 않아 다 사라져 갈 테니까
그리움 속에 찾아 헤맸어
어두운 마음에 홀로 남았네
난 아무렇지도 않아 다 사라져 갈 테니까
난 아무렇지도 않아 다 잊혀져 갈 테니까
Drowing in an ocean of grey
Running Running backwards to you
Woo Woo
I feel like I'm someone else
I feel like I'm someone else
I feel like I'm someone else
Uh hu
Uh hu
Drowing in an ocean of grey
Running Running backwards to you
Drowing in an ocean of grey
Running Running backwards to you
Woo Woo
기억 속에 넌 내게 다가와
어두운 마음에 홀로 남았네",Grey (나쁜 기억 지우개 X LUCY),25
"
				Cry Bird
			","When all is calm a bird from afar
The bleeding song of all that we are
If you go I'm running after you
On wagon rides our tingling toes
Back alley skies the wind in our clothes
Run it back back to the start of our song
Cry bird
'Cause it goes oh oh
Can we go home home?
Can't you live your life without it?
Put it all behind
I'd like to believe that in our life
We're guided
By the first few lines
So what're you waiting for?
Got no doubt about it
Don't you know it's fine?
This puzzle wasn't always complicated
The journey is the home you're looking for
'Cause it goes oh oh
Can we go home home?
'Cause it goes
(Oh) can't you see you're looking for
(Oh) the mountain that you're on?
You'll know it you'll know it (Home?)
Oh
'Cause it goes
Oh
We can go home
Oh
'Cause it goes
Oh
We can go home
Oh
Can't you see you're looking for
Oh
The mountain that you're on?
Oh
You'll know it you'll know it
Oh",JTBC 슈퍼밴드 Episode 12,428
"
				나는 너야
			","You painted my black and white
world with beautiful colors
With a lot of various colors
that reminds me of your song
That's the reason why I sing
새까맣던 오선지 위에 까만 음표들
그 노래를 부를 때 내 세상은 파래져
날 생각하는 널 생각하면 난
어떤 날도 힘겨운 날도 웃을 수 있다는 걸
나 기억할 게 나의 모든 순간
그 안에 너 그리고 나
you are my melody
you are the reason
저 먼 우주의 수많은 별
그만큼 셀 수 없이 많은 노래가
그 속에서 꼭 너와 내가
이어지는 지금 이 시간이 신비로워
날 생각하는 널 생각하면 난
어떤 날도 힘겨운 날도 웃을 수 있다는 걸
나 기억할 게 나의 모든 순간
그 안에 너 그리고 나
You are my light
아름답던 우리가
저물어 갈지라도
너와 함께한 순간
다 고마워
너희들의 노래가
우리의 맘을 비춰
조그맣게 빛날 때
고마워 셀 수 없을 만큼
내 행복이 되어준 너
너에게 말할게
너가 있어 빛이나
다른 말로 전하면
나는 바로 너야
나는 바로 너야",Childhood,121
"
				선잠
			","회색 빛으로 물든 사람들의
표정과 힘없는 발걸음
나와 다를 것이 하나 없어
But you don't have to be an adult
(가끔은 철없게)
We are gold and feel this freedom
When you thought you could do everything
(그때를 기억해)
We were golden feel our childhood
We just want to play with you
어디로 가는 거야
Woo feel our childhood
기다려 주지 않아
Woo feel our childhood
Feel our childhood
우리는 언제 어른이 됐나
벌어지는 일들에 달려가는 시간에
익숙지 않아
어느새 나도 낮보다 밤을 기다리고 있어
꿈이 없는 잠을 바라며
기대해도 기대 쉴 곳은 없어
But you don't have to be an adult
(가끔은 철없게)
We are gold and feel this freedom
When you thought you could do everything
(그때를 기억해)
We were golden feel our childhood
We just want to play with you
어디로 가는 거야
Woo feel our childhood
기다려 주지 않아
Woo feel our childhood
Feel our childhood
Feel our childhood
Time to sleep woo
We just want to play with you
어디로 가는 거야
Woo feel our childhood
어디로 가도 좋아
Woo feel our childhood
Feel our childhood
Feel our childhood",JTBC 슈퍼밴드 Episode 13,470
"
				꿈
			","멍하니 하늘을 바라볼 때
소중한 마음 되찾죠
툭 튀어나온 기억이
눈물처럼 내려요
비가 왔었죠 내 기억에는요
예쁜 새소리 나는 나무 밑에서 우리
약속했었죠 영원할 거라고
영화 속에 주인공처럼
아직 그댄 그곳에 남아 있나요
뒤돌아봤었나요
새까만 밤하늘에다
나 그날을 그려요
아직도 그대 그곳에 남아 있다면
뒤돌아봤었다면
선명한 그대 모습이
꿈이 아니길",BLUE,159
"
				OUTRO (뒤 돌아보면)
			",곡 정보 없음,INSIDE,242
"
				충분히
			","충분히 사랑받지 못해
충분히 사랑 주지 못했었고
내버려 두면 돌아올 거라
그때는 몰랐네
네 맘을 몰랐네
충분히 사랑 준 것 같아서
충분히 함께한 것 같아서
마지막 한 마디도 지고 싶지 않았어
난 몰랐어 내게 어떤 존재였는지
사랑이 고파 사랑을 하다
그대를 너무 몰랐던 연애를 했다
그대가 올까 기대를 했다
이미 늦은 후회들로 가득 차 있다
충분히 사랑받지 못해
충분히 사랑 주지 못했었고
내버려 두면 돌아올 거라
그때는 몰랐네
네 맘을 몰랐네
충분히 사랑해 줄 걸 네 모습 그대로
충분히 함께해 줄 걸 어디든 갔다면
지금 너와 난 달라졌을까
충분히
사랑했다면",PANORAMA,198
"
				시작하는 너에게
			","수천, 수억 개 
별들을 지나서 
너라는 도착지로 
셀 수 없는 수 광년을 거슬러서 
전하고 싶었던 말 
꿈 같은 오늘에 
도달한 주인공
그게 너라는 거
벅차게 행복해져
oh my 소리치고 싶게 웃음 나는 그런 날
아무 의심할 것 하나 없는 happy end
불안한 눈물들이 
데려다줄 그곳 
바로 바로 여기
oh 
oh 
수천, 수백 번 
널 안고 미래로 
간다면 좋겠지만 
알 수 없음의 
설레는 행복까지 
빼앗을 순 없으니 
환하게 빛나는 
내일의 주인공
니가 될 거란 거
자, 이제 행복해져
oh my 소리치고 싶게 웃음 나는 그런 날
아무 의심할 것 하나 없는 happy end
불안한 눈물들이 
데려다줄 그곳 
바로 바로 여기
oh 
oh 
다 부서진 
상상의 서사를 
길게 이어 나갈 
너란 걸 나는 믿어 
oh my 모든 햇살 하늘 
나를 위한 그런 날 
어느 누구 하나 아픔 없는 happy end 
오래된 의심들이 가닿을 곳 바로 
그곳에서 우리 
oh 
oh 
oh",오늘도 지송합니다 OST Part 1,28
"
				Police Class
			","생각이 자꾸 머무는 건
마음이 끌리는 것
내 발걸음이 멈춘 곳에
어딘가 놓여있어
어느덧 생겨버린 바램
생각에 반을 채워
부풀어짐 끝에 내 마음은
터지고 흩어졌지
내 머릿속 세상은
온통 그 조각들
It's Uncountable of pieces
줍고 또 주워 내 주머니 속에
넣어도 넘쳐
끝도 없는 네 생각 그 하나에
나는 터져버렸어
I explode
I explode
왠지 욕심을 좀 부렸어
무턱대고 뛰어가
어떤 결말일까 생각도
않은 채 다가서 봐
내 마음속 어딘 간
이미 뜨거워
It's Uncountable of pieces
줍고 또 주워 내 주머니 속에
넣어도 넘쳐
끝도 없는 네 생각 그 하나에
나는 터져버렸어
I explode
I explode
Somedays I take a break again
I wonder is this what I want
And it feels like always
I'll make the same choice again
줍고 또 주워 내 주머니 속에
넣어도 넘쳐
끝도 없는 네 생각 그 하나에
나는 터져버렸어
I explode
I explode",너와 나의 경찰수업 OST Part.2,140
"
				INTRO
			",곡 정보 없음,DEAR.,172
"
				Feel so good
			","Swing Swing Swing
네 샴푸 냄새가 내 코끝에 들어와
위잉 위잉 네 주위에 벌들이 꼬여
다들 그리 꿀 냄새를 맡았나
네 주위에서 서성여
예쁜 꽃에는
벌들이 꼬이는 게 당연해
지금 앞에 있는
(예쁜 여자가 날 보고 있어)
네가 나를
(처음 봤었던 그날처럼)
거침없이 내 마음은 너를 향해
Now you make me make me up
Tonight feel so feel so good
술에 취한 네 눈빛이 내 본능을 깨워
Tonight feel so feel so good
오늘은 심장 뛰는 대로 내 몸을 맡길래
벌써 12시 왜 집에 간다 해
나는 아직 술기운이 부족해
점점 텐션 올라오는데
왜 간다 해
나를 못 믿어서
(집에 간다고 하는 거니)
너는 아직
(통금 시간이 있는 거니)
거침없이 내 마음은 너를 향해
Now you make me wake me up
Tonight feel so feel so good
술에 취한 네 눈빛이 내 본능을 깨워
Tonight feel so feel so good
오늘은 심장 뛰는 대로 내 몸을 맡길래
집에 데려다줄게 밤은 위험하잖아
매일 너만 생각해 너로 가득해지게
(I feel so good)
Tonight feel so feel so good
술에 취한 네 눈빛이 내 본능을 깨워
Tonight feel so feel so good
오늘은 심장 뛰는 대로 내 몸을 맡길래",Feel so good (공짜:공기타짜 X LUCY),92
"
				We will fly away (Feat. 송은혜)
			","Stars shining so brightly
Whisper to dreamer
Night full of the starlight
Ringing my heart with its songs
Moon shining to guide me
Where is no worries
Now you can hold my hand
Time to fly
Songs never fade out
Make my heart longing to see
We will fly away with all our heart tonight
Now open your eyes can you feel this moment
Like a star in the sky up above
I promise you I will be here
새하얀 밤하늘
그 아래 우리
별과 춤을 추는
함께 있을 그곳에
숨이 차오르게 날아오를 거야
이 순간을 믿어 여기 너와 함께
하늘 위에 핀 연꽃처럼
아름답게 피어날 거야
별 밝게 빛나는
꿈의 속삭임
밤 하늘빛 속엔
마음을 울리는 소리",Childhood,115
"
				날아올라
			","아득하게 저 빛나는 별들로
이 세상을 가득 채워가
I wanna be your star
흐릿해진 그 발자국 뒤로
I'm Running Fly 난 따라가
조금 더 가까이
아직은 멀었지만
손 안에 난 움켜쥐고서
또 다시 네게 외쳐
날아올라 높은 곳으로
저 맑은 하늘 위로 외쳐 난
널 가득 품고서
I wanna shooting for Love
날아올라 높은 곳으로
저 파란 구름 위에 그려가
늘 같은 곳에서
쉼 없이 너를 그려
끝도 없이 어두운 이 길도
우리 함께 가득 채워가
I wanna be your star
흐릿했던 그 발자국들이
I got it 난 더 날아가
조금 더 가까이
아직은 멀었지만
손 안에 난 움켜쥐고서
또 다시 네게 외쳐
날아올라 높은 곳으로
저 맑은 하늘 위를 날아 난
널 가득 안고서
I wanna shooting for love
날아올라 높은 곳까지
네 안에 있는 너를 그려가
저 높은 곳에서
쉼 없이 너를 그려
끝없이 가득 차있어
쉼 없이 너로 차있어
날아올라 저 하늘
또 한 번 한계선을 넘어
저 높은 곳에서
I wanna shooting for love
날아올라 높은 곳에서
불안한 마음 모두 떨쳐내
늘 같은 곳에서
쉼 없이 너를 그려",꽃 피면 달 생각하고 OST Part.4,92
"
				Love is Here
			","매일같이 너를 기억해
작은 눈빛 하나조차도
어제 같은 오늘도
너 하나면 새로우니까
너의 작은 미소 작은 손짓
그거면 돼
다 충분해
나를 바라보는 빛나는 눈빛
날 잃어버릴 것만 같은데
꿈만 같던 love love
날아갈 듯 날
바라봐 줘 (바라봐 줘)
기억해 줘 (기억해 줘)
별 속에 우릴 담을게
love is here love love
love is here love love
love is here 이 순간
이건 꿈만 같은 걸
하루하루 갈수록
너를 기다릴수록
Time is slow 지루해 죽겠어
1분 1초가 아까운데
참을 수가 없어
난 네게 달려가
그냥 널 안아주고
말하고 싶어
너의 작은 미소 작은 손짓
미로처럼
알 수 없는 감정
설레임이 채워질수록
꿈속에서
널 안을 수 있기를
꿈만 같던 love love
날아갈 듯 날
바라봐 줘 (바라봐 줘)
기억해 줘 (기억해 줘)
별 속에 우릴 담을게
끝이 없는 love love
언제까지 널
바라볼게 (바라볼게)
기억할게 (기억할게)
내 맘은 별이 됐으니
오늘부터 우린 달라져
네 손을 잡으면
세상이 환해져
아직 보이지 않는다면
그대로 눈을 감아
검은색 세상 속
빛나는 마음 두 개
진심을 네게 보여줄게 후
꿈만 같던 love love
날아갈 듯 날
바라봐 줘 (바라봐 줘)
기억해 줘 (기억해 줘)
별 속에 우릴 담을게
love is here love love
love is here love love
love is here 이 순간
이건 꿈만 같은 걸",로맨스 바이 로맨스 OST Part 1,41
"
				눈이 부신다
			","눈이 부신다 oh  눈이 부신다 oh
지금 들어봐 두 귀를 기울여
너와 있을 때마다 가슴이 움직여
내가 알던 내가 아닌 다른 내가 되려해
No way no way 너에게로 갈게 난 서둘러
뭘 더 물어 이미 난 좀 늦어
더 기다리게 하지 않아
Not gonna be stupid
겨우 찾아낸 너니까
눈이 부신다 oh
You're the precious jewel I treasure
오직 나만 비춰 비춰
눈이 부신다 oh
가리워진 길을 밝혀
Make me feel you all the way all the way
Diamond diamond diamond
You're my everything and tell me everyday day
Diamond diamond diamond
You're my everything and tell me everyday day
손을 뻗어봐 이 공간 속으로
너와 나의 거리가 더 좁혀 지도록
니가 알던 니가 아닌 다른 니가 될거야
Always always 너를 안아줄 두 팔이 될게
그저 내게 널 다 맡기면 돼
더 오래 애태우지 않게
Not gonna be stupid
겨우 찾아낸 너니까
눈이 부신다 oh
You're the precious jewel I treasure
오직 나만 비춰 비춰
눈이 부신다 oh
가리워진 길을 밝혀
Make me feel you all the way all the way
Diamond diamond diamond
You're my everything and tell me everyday day
Diamond diamond diamond
You're my everything and tell me everyday day
혹시 내 맘과 같다면 이제는 대답해줘
여기서 기다릴테니 날 사랑한다고
눈이 부신다 oh
You're the precious jewel I treasure
오직 나만 비춰 비춰
눈이 부신다 oh
가리워진 길을 밝혀
Make me feel you all the way all the way
눈이 부신다 oh
You're the precious jewel I treasure treasure
눈이 부신다 oh
가리워진 길을 밝혀
내가 널 찾을 수 있게
Diamond diamond diamond
('cause)You're my everything
and tell me everyday day
Diamond diamond diamond
('cause)You're my everything
and tell me everyday day",가우스전자 OST Part 1,74
"
				Daylight
			","아주 멀리서
희미하게 빛나는
저 태양이 떠오르면

지난 어두운 밤
하얗게 물들이며
아침이 나를 찾아와

손을 뻗으면
잡힐 듯이 가까워진
빛에 나의 전부 던져

눈부신 하늘 위의 Daylight
(Ohohoh ohoh Ohohoh ohoh)
찬란한 밤하늘의 Starlight
(Ohohoh ohoh Ohohohoh)

끝이 보이지
않는 그 길을 따라
한 걸음씩 내디뎠어

내가 걸어온
흔적들을 믿고서
돌아보지 않았기에

나를 향해서
쏟아져내리는
저 햇살을 마주할 수 있어

눈부신 하늘 위의 Daylight
(Ohohoh ohoh Ohohoh ohoh)
찬란한 밤하늘의 Starlight
(Ohohoh ohoh Ohohohoh)

나를 비웃던 거짓된 세상 끝에
나 그토록 꿈꿔왔었던
오늘이 보여
숨차게 달려가고 있어

내게로 쏟아지는 Daylight
(Ohohoh ohoh Ohohoh ohoh)
어둠 속 반짝이는 Starlight
(Ohohoh ohoh Ohohohohohoh)

Catch the light
(Ohohohoh)
Reach for the star",가석방 심사관 이한신 OST Part 1,15
"
				Hey!
			","I don't know how I make it far
Here comes trouble that'll make me wild
숨이 턱 막혀오지만
눈 감아 되는대로 ride
This world is heartless from the start, baby
You think I can't get through?
All the problems, all the matters
겁나도 어쩌겠어
it's time to go
Hey! Watch it
크게 소리쳐봐 다 들리게
Here I go
뒤집어 놓는 게 내 룰이지
Take your time
and realise just how dull you are
All you see is nothing
but the trace o'mine
Don't care How much I'll lose baby
All I see is that hidden price
조금은 떨려오지만
겁없이 날뛰어줄게 나
고민은 끝났어
it's time to go
Hey! Watch it
크게 소리쳐봐 다 들리게
Here I go
뒤집어 놓는 게 내 룰이지
Take your time
and realise just how dull you are
All you see is nothing
but the trace o'mine
Woo
Hey! Watch it
뛰어봤자 내 손바닥 안이지
Here I go
봐주진 않아 그게 매너지
Take your time
and realise just how dull you are
All you see is nothing
but the trace o'mine",재벌X형사 OST Part.1,24
