title,lyric,album,like
"
				불꽃놀이
			","모두 빛나고 있어
왠지 슬퍼보이던
너의 얼굴이 떠오르곤 해
어디로 가는걸까
표현하지 못했던
마음들
고요하게
타들어가던 불꽃들은 어느새
우리를 밝히네
Please stay with me
Please stay for me
For me
찬란하게 빛나는 저 별이 되어서
너의 모든 날들
감싸 안아줄테니
말없는 저 바다를
조용히 바라보던
우리 모습이 생각나곤 해
처음 말을 배우는
아이처럼 뱉은 말
사랑해
고요하게
타들어가던 불꽃들은 어느새
우리를 밝히네
Please stay with me
Please stay for me
For me
찬란하게 빛나는 저 별이 되어서
너의 모든 날들
감싸 안아줄테니
Tonight",나를 사랑하지 않는 X에게 OST Part 4,123
"
				Ant, Go Run
			","뜨거운 태양 아래 타오르는 듯
우리의 꿈을 향해 계속 달리네
심장이 더 빨리 뛰고 있다면
멈추지 말고 달려 저 위를 향해서
Ant, go run
뛰어봐 저 위로 달려
Ant, go run up
잡지 못하게 닿지 못하게
Ant, go fly
날아가 저 위를 향해
Ant, go run up
잡지 못하게 닿지 못하게
끝없는 고민들에 지쳐갈 때쯤
널 만난 후에야 난 알게 되었지
심장이 더 빨리 뛰고 있다면
멈추지 말고 달려 저 위를 향해서
Ant, go run
뛰어봐 저 위로 달려
Ant, go run up
잡지 못하게 닿지 못하게
Ant, go fly
날아가 저 위를 향해
Ant, go run up
잡지 못하게 닿지 못하게
run, go run up
run, go run up
내 뒤를 따라와 run up
Ant, go run
뛰어봐 저 위로 달려
Ant, go run up
잡지 못하게 닿지 못하게
Ant, go fly
날아가 저 위를 향해
Ant, go run up
잡지 못하게 닿지 못하게
Ant, go run
뛰어봐 저 위로 달려
Ant, go run up
잡지 못하게 닿지 못하게
Ant, go run",개미가 타고 있어요 OST Part.2,55
"
				Still Fighting
			","난 계속 싸워 Still Fighting
또다시 I won't give up

칠흑 같은 어둠 속에
흐릿해지는 나의 두 눈
깊은 새벽 멀리 들려오는 너의 숨결
멀어지는 그 속삭임에
난 그 소리에 귀를 기울여
듣고 싶어 난
너가 원하는 게 무엇인지

떨리는 두 손
불안한 눈동자
터질 듯 소리치는
심장소리에 발을 맞춰 
한 걸음씩 나아가 

난 계속 싸워 Still Fighting
나의 앞에 놓여진 운명
절대 멈출 수 없어
몇 번을 다시 태어난대도
거친 세상 속에 나의 몸을 맡겨
나를 괴롭히던 깊은 슬픔도
가져가 누구도 날 막을 수 없어
난 계속 싸워 Still Fighting

어둠 속에 깊이 잠들었던 시간들
나를 깨워 기다린 순간 모든 걸 던져

난 계속 싸워 Still Fighting
나의 앞에 놓여진 운명
절대 멈출 수 없어
몇 번을 다시 태어난대도
거친 세상 속에 나의 몸을 맡겨
나를 괴롭히던 깊은 슬픔도
가져가 누구도 날 막을 수 없어
난 계속 싸워 Still Fighting

난 계속 싸워 Still Fighting
또다시 I won't give up",기적의 형제 OST Part.5,28
"
				Flare
			","작고 여린 내 목소리
누구에게 닿을 수 있을까 고민하던 나
소중한 너의 말들이
내가 가야 할 곳이 어딘지 알려줘
고마워 고마워 고마워 고마워
넌 날 일으켜줘
넌 날 가득하게 만들어
You give me hope You make me smile
You have my soul You have my heart
You give me hope You make me smile
You have my soul You are my
날 일으킨 너의 미소
Wake up Wake up Wake up
한 치 앞을 모른 대도
We go We go We go
잃어가는 줄만 알았던 시간들
그 불안이 날 어지럽혀
Left side Left side Left side
Right side Right side Right side
You said we'll be the flare
It's time to shot away
Don't stop and sink or swim Oh
모 아님 도 후회 없이 난 Oh
Take a breath and start again Oh
시작이 반 Keep me young and free Oh
멈추지 않고 달려야 한단 부담 내려놓고
어느새 등 뒤에 젖어 있는 땀을 좀 식히고
어느새 여기 서 있어
With you With you With you
고단한 하루 끝에서
Lean on Lean on Lean on
결국 다 사라져
허무히 떠나도 빛바래진 않아
You are not alone
You said we'll be the flare
It's time to shot away
Don't stop and sink or swim Oh
모 아님 도 후회 없이 난 Oh
Take a breath and start again Oh
시작이 반 Keep me young and free Oh
멈추지 않고 달려야 한단 부담 내려놓고
어느새 등 뒤에 젖어 있는 땀을 좀 식히고
You give me hope
You make me smile
You have my soul
You have my heart",JTBC 슈퍼밴드 Episode 14,207
"
				Light UP
			","I feel stronger than I've ever been
We're here together all along
Assisting through the hardships
We're here to make our world better
언덕을 지나서 함께 힘을 모은
그 모든 여정들
Facing all those false words
ooh ooh
저 멀리를 바라봐
Oh Oh
그 마음의 어둠속을
밝히는건 네 마음뿐
Oh Oh
우린 같은 걸 바란것 뿐
Oh Oh
함께 걸어간 이 길 위에
I'm trying to make a change
We're here together all along
The power within can make a difference
We're here to make our world better
불안속 어둠을하나씩 안아준
우리를 기억해
Light up the worlds to shine
ooh ooh
저 멀리를 바라봐
Oh Oh
그 마음의 어둠속을
밝히는건 네 마음뿐
Oh Oh
우린 같은 걸 바란것 뿐
Oh Oh
함께 걸어간 이 길 위에
Oh Oh
그 마음의 어둠속을
밝히는건 네 마음뿐
Oh Oh
우린 같은 걸 바란것 뿐
Oh Oh
함께 걸어간 이 길 위에",로드 오브 히어로즈 OST Part 3,67
"
				서툴러서
			","아직 모르는 게 많아요
많이 안다 생각했는데
나는 다가갈 수 없네요
이렇게 가까이 있는데도
그대 표정 속에 담긴
맘을 알아주고 싶었는데
그댈 보며 웃어봐도
우린 가까워질 수 없네요
그대와 한 걸음
멀어져야 그제서 알게 될까
나도 모르게 상처 줄까 봐
늘 겁이나
그대가 한번만
마음속 깊은 곳을 하나하나
알려주면 좋을텐데
알 수 있게
그대 표정 속에 담긴
맘을 알아주고 싶었는데
그댈 보며 웃어봐도
우린 가까워질 수 없네요
그대와 한 걸음
멀어져야 그제서 알게 될까
나도 모르게 상처 줄까 봐
늘 겁이나
그대가 한번만
마음속 깊은 곳을 하나하나
알려주면 좋을텐데
알 수 있게
내가 아직 서툴러서 그런가봐요
그대와 한 걸음
멀어져야 그제서 알게 될까
나도 모르게 상처 줄까 봐
늘 겁이나
그대가 한번만
마음속 깊은 곳을 하나하나
알려주면 좋을텐데
알 수 있게",좀비탐정 OST Part.2,87
"
				어머니와 고등어
			","한밤중에 목이 말라
냉장고를 열어보니
한 귀퉁이에 고등어가
소금에 절여져 있네
어머니 코고는 소리
조그맣게 들리네
어머니는 고등어를
구워주려 하셨나보다
소금에 절여놓고
편안하게 주무시는구나
나는 내일 아침에는
고등어 구일 먹을 수 있네
한밤중에 목이 말라
냉장고를 열어봤더니
한 귀퉁이에 고등어가
소금에 절여져있네
어머니 코고는 소리
조그맣게 들리네",월간 더 스테이지,18
"
				불꽃놀이
			","모두 빛나고 있어

왠지 슬퍼보이던

너의 얼굴이 떠오르곤 해 



어디로 가는걸까

표현하지 못했던

마음들 



고요하게

타들어가던 불꽃들은 어느새

우리를 밝히네 



Please stay with me

Please stay for me

For me 



찬란하게 빛나는 저 별이 되어서

너의 모든 날들

감싸 안아줄테니 



말없는 저 바다를

조용히 바라보던

우리 모습이 생각나곤 해 



처음 말을 배우는

아이처럼 뱉은 말

사랑해 



고요하게

타들어가던 불꽃들은 어느새

우리를 밝히네 



Please stay with me

Please stay for me

For me 



찬란하게 빛나는 저 별이 되어서

너의 모든 날들

감싸 안아줄테니 

Tonight ",나를 사랑하지 않는 X에게 OST,17
"
				동이 틀 때
			","한 켠에 머문 꽃잎은
달님을 따라가고

쏟아지는 햇님 자락엔
그 발을 올려두렴

햇무리를 날아다니다
하얀 꿈에서 깨면
여긴 어딘가 아무도 없이
또 갈 길을 헤매게 돼 

넘어진 듯 쓰라린 다리
모래 달린듯한 내 몸이
그만 가자고 앉아있자고
바닥에 날 눌러두면

어른의 난 이 모든 걸 넘었을 테니
난 날 믿어 자 일어나
동이 틀 때처럼

이 길 위에 남겨놓은 
저 발자국이 흐려져 사라져도
날 깨워준 지난 날들이 그 맘을 기억하길

내 두 눈에 담은 세상은
영원한 벗이 되어 
언젠가 
길 잃고 헤매는 날들의 우릴
만날 테니",동이 틀 때,60
"
				Daylight
			","아주 멀리서
희미하게 빛나는
저 태양이 떠오르면

지난 어두운 밤
하얗게 물들이며
아침이 나를 찾아와

손을 뻗으면
잡힐 듯이 가까워진
빛에 나의 전부 던져

눈부신 하늘 위의 Daylight
(Ohohoh ohoh Ohohoh ohoh)
찬란한 밤하늘의 Starlight
(Ohohoh ohoh Ohohohoh)

끝이 보이지
않는 그 길을 따라
한 걸음씩 내디뎠어

내가 걸어온
흔적들을 믿고서
돌아보지 않았기에

나를 향해서
쏟아져내리는
저 햇살을 마주할 수 있어

눈부신 하늘 위의 Daylight
(Ohohoh ohoh Ohohoh ohoh)
찬란한 밤하늘의 Starlight
(Ohohoh ohoh Ohohohoh)

나를 비웃던 거짓된 세상 끝에
나 그토록 꿈꿔왔었던
오늘이 보여
숨차게 달려가고 있어

내게로 쏟아지는 Daylight
(Ohohoh ohoh Ohohoh ohoh)
어둠 속 반짝이는 Starlight
(Ohohoh ohoh Ohohohohohoh)

Catch the light
(Ohohohoh)
Reach for the star",가석방 심사관 이한신 OST,2
"
				Grey
			","기억 속에 넌 내게 다가와
어두운 하늘에 빛이 되었어
난 아무렇지도 않아 다 사라져 갈 테니까
그리움 속에 찾아 헤맸어
어두운 마음에 홀로 남았네
난 아무렇지도 않아 다 사라져 갈 테니까
난 아무렇지도 않아 다 잊혀져 갈 테니까
Drowing in an ocean of grey
Running Running backwards to you
Woo Woo
I feel like I'm someone else
I feel like I'm someone else
Uh hu
Uh hu
Drowing in an ocean of grey
Running Running backwards to you
Drowing in an ocean of grey
Running Running backwards to you
Woo Woo
기억 속에 넌 내게 다가와
어두운 마음에 홀로 남았네",나쁜 기억 지우개 (Original Sound Track),3
"
				GO
			","시작되고 있어
두근대는 마음이
지금 여기 느껴지고 있어
스치는 바람 속
들려온 목소리
다시 나를 깨워주고 있어
아직은 우리의 밤이
어둡고 길어도
밝게 빛나던 순간의 꿈처럼
달려가 지금
발길이 닿는 대로
수많은 물음표 끝에 오직 하나
I'm ready to go 기다려온 타이밍
난 마음이 가는 대로
손끝이 가리킨 방향을 따라
I'm ready to go 절대 멈추지 않아
'난 나를 못 이겨'
말해왔던 나의
지난 시간 모두 잊혀져
끝이 보이지 않는
비탈길일지라도
부서지지 않는 하나의 돌처럼
달려가 지금
발길이 닿는 대로
수많은 물음표 끝에 오직 하나
I'm ready to go 기다려온 타이밍
난 마음이 가는 대로
손끝이 가리킨 방향을 따라
I'm ready to go 절대 멈추지 않아
그저 믿고 가는 거야
자신할 수 있어 난
깨어나 다시
상처를 털어내고
차가운 세상에 무릎 꿇지 않아
I'm ready to go 울려 퍼지는 사인
난 내가 바라는 대로
한 걸음 두 걸음 달려가는 거야
I'm ready to go 지금 이 순간 시작",조폭인 내가 고등학생이 되었습니다 OST,10
"
				Hey!
			","I don't know how I make it far
Here comes trouble that'll make me wild
숨이 턱 막혀오지만
눈 감아 되는대로 ride
This world is heartless from the start, baby
You think I can't get through?
All the problems, all the matters
겁나도 어쩌겠어
it's time to go
Hey! Watch it
크게 소리쳐봐 다 들리게
Here I go
뒤집어 놓는 게 내 룰이지
Take your time
and realise just how dull you are
All you see is nothing
but the trace o'mine
Don't care How much I'll lose baby
All I see is that hidden price
조금은 떨려오지만
겁없이 날뛰어줄게 나
고민은 끝났어
it's time to go
Hey! Watch it
크게 소리쳐봐 다 들리게
Here I go
뒤집어 놓는 게 내 룰이지
Take your time
and realise just how dull you are
All you see is nothing
but the trace o'mine
Woo
Hey! Watch it
뛰어봤자 내 손바닥 안이지
Here I go
봐주진 않아 그게 매너지
Take your time
and realise just how dull you are
All you see is nothing
but the trace o'mine",재벌X형사 OST,5
"
				Still Fighting
			","난 계속 싸워 Still Fighting
또다시 I won't give up
칠흑 같은 어둠 속에
흐릿해지는 나의 두 눈
깊은 새벽 멀리 들려오는 너의 숨결
멀어지는 그 속삭임에
난 그 소리에 귀를 기울여
듣고 싶어 난
너가 원하는 게 무엇인지
떨리는 두 손
불안한 눈동자
터질 듯 소리치는
심장소리에 발을 맞춰
한 걸음씩 나아가
난 계속 싸워 Still Fighting
나의 앞에 놓여진 운명
절대 멈출 수 없어
몇 번을 다시 태어난대도
거친 세상 속에 나의 몸을 맡겨
나를 괴롭히던 깊은 슬픔도
가져가 누구도 날 막을 수 없어
난 계속 싸워 Still Fighting
어둠 속에 깊이 잠들었던 시간들
나를 깨워 기다린 순간 모든 걸 던져
난 계속 싸워 Still Fighting
나의 앞에 놓여진 운명
절대 멈출 수 없어
몇 번을 다시 태어난대도
거친 세상 속에 나의 몸을 맡겨
나를 괴롭히던 깊은 슬픔도
가져가 누구도 날 막을 수 없어
난 계속 싸워 Still Fighting
난 계속 싸워 Still Fighting
또다시 I won't give up",기적의 형제 OST,11
"
				Love is Here
			","매일같이 너를 기억해
작은 눈빛 하나조차도
어제 같은 오늘도
너 하나면 새로우니까
너의 작은 미소 작은 손짓
그거면 돼
다 충분해
나를 바라보는 빛나는 눈빛
날 잃어버릴 것만 같은데
꿈만 같던 love love
날아갈 듯 날
바라봐 줘 (바라봐 줘)
기억해 줘 (기억해 줘)
별 속에 우릴 담을게
love is here love love
love is here love love
love is here 이 순간
이건 꿈만 같은 걸
하루하루 갈수록
너를 기다릴수록
Time is slow 지루해 죽겠어
1분 1초가 아까운데
참을 수가 없어
난 네게 달려가
그냥 널 안아주고
말하고 싶어
너의 작은 미소 작은 손짓
미로처럼
알 수 없는 감정
설레임이 채워질수록
꿈속에서
널 안을 수 있기를
꿈만 같던 love love
날아갈 듯 날
바라봐 줘 (바라봐 줘)
기억해 줘 (기억해 줘)
별 속에 우릴 담을게
끝이 없는 love love
언제까지 널
바라볼게 (바라볼게)
기억할게 (기억할게)
내 맘은 별이 됐으니
오늘부터 우린 달라져
네 손을 잡으면
세상이 환해져
아직 보이지 않는다면
그대로 눈을 감아
검은색 세상 속
빛나는 마음 두 개
진심을 네게 보여줄게 후
꿈만 같던 love love
날아갈 듯 날
바라봐 줘 (바라봐 줘)
기억해 줘 (기억해 줘)
별 속에 우릴 담을게
love is here love love
love is here love love
love is here 이 순간
이건 꿈만 같은 걸",로맨스 바이 로맨스 OST,9
"
				작은별
			","하늘에 차오른 많은 별을 모두 세어봤을 때
내 별은 뭘까? 어디있을까?
수 없이 내게 질문을 해
진심을 잊고서 빛나는 별들의 흔적만 쫓잖아
어디에 있는지도 모르고
많고 많은 얼굴들 속에
가려질 수 있는 건 당연해
이대로도 충분히 난 빛나
Let me go just let me go
조금은 덜 빛난다고
내가 별이 아닌 건 아니잖아
지금 이 순간 누군가에겐
내가 제일 빛나는 별이니까
아름답게 반짝이는 little star
Wherever you are
Wherever we are
홀로 빛나는 little star
쉴 틈도 없이 앞만 보고 달려
나의 모습을 누군가에게 건네면서
모든 시선 뒤로하고 뛰어 갈 거야
결국엔 찾겠지
어디에 있는지 몰라도
많고 많은 저 별들 속에
가려질 수 있는 건 당연해
이대로도 충분히 난 빛나
Let me go just let me go
조금은 덜 빛난다고
내가 별이 아닌 건 아니잖아
지금 이 순간 누군가에겐
내가 제일 빛나는 별이니까
아름답게 반짝이는 little star
흐려도 괜찮아
이대로 좋아
느려도 괜찮아
눈 부시게 빛나는
지금의 너를 보여줘
지금 이 순간 누군가에겐
내가 제일 빛나는 별이니까
아름답게 반짝이는 little star
Wherever you are
Wherever we are
홀로 빛나는 little star
Wherever you are
Wherever we are
We are
We are shining little star",진검승부 OST,25
"
				눈이 부신다
			","눈이 부신다 oh
눈이 부신다 oh
지금 들어봐 두 귀를 기울여
너와 있을 때마다 가슴이 움직여
내가 알던 내가 아닌 다른 내가 되려해
No way no way 너에게로 갈게 난 서둘러
뭘 더 물어 이미 난 좀 늦어
더 기다리게 하지 않아
Not gonna be stupid
겨우 찾아낸 너니까
눈이 부신다 oh
You're the precious jewel I treasure
오직 나만 비춰 비춰
눈이 부신다 oh
가리워진 길을 밝혀
Make me feel you all the way all the way
Diamond diamond diamond
You're my everything and tell me everyday day
Diamond diamond diamond
You're my everything and tell me everyday day
손을 뻗어봐 이 공간 속으로
너와 나의 거리가 더 좁혀 지도록
니가 알던 니가 아닌 다른 니가 될거야
Always always 너를 안아줄 두 팔이 될게
그저 내게 널 다 맡기면 돼
더 오래 애태우지 않게
Not gonna be stupid
겨우 찾아낸 너니까
눈이 부신다 oh
You're the precious jewel I treasure
오직 나만 비춰 비춰
눈이 부신다 oh
가리워진 길을 밝혀
Make me feel you all the way all the way
Diamond diamond diamond
You're my everything and tell me everyday day
Diamond diamond diamond
You're my everything and tell me everyday day
혹시 내 맘과 같다면 이제는 대답해줘
여기서 기다릴테니 날 사랑한다고
눈이 부신다 oh
You're the precious jewel I treasure
오직 나만 비춰 비춰
눈이 부신다 oh
가리워진 길을 밝혀
Make me feel you all the way all the way
눈이 부신다 oh
You're the precious jewel I treasure treasure
oh
가리워진 길을 밝혀
내가 널 찾을 수 있게
Diamond diamond diamond
('cause)You're my everything
and tell me everyday day
Diamond diamond diamond
('cause)You're my everything
and tell me everyday day",가우스전자 OST,17
"
				Ant, Go Run
			","뜨거운 태양 아래 타오르는 듯
우리의 꿈을 향해 계속 달리네
심장이 더 빨리 뛰고 있다면
멈추지 말고 달려 저 위를 향해서
Ant, go run
뛰어봐 저 위로 달려
Ant, go run up
잡지 못하게 닿지 못하게
Ant, go fly
날아가 저 위를 향해
Ant, go run up
잡지 못하게 닿지 못하게
끝없는 고민들에 지쳐갈 때쯤
널 만난 후에야 난 알게 되었지
심장이 더 빨리 뛰고 있다면
멈추지 말고 달려 저 위를 향해서
Ant, go run
뛰어봐 저 위로 달려
Ant, go run up
잡지 못하게 닿지 못하게
Ant, go fly
날아가 저 위를 향해
Ant, go run up
잡지 못하게 닿지 못하게
run, go run up
run, go run up
내 뒤를 따라와 run up
Ant, go run
뛰어봐 저 위로 달려
Ant, go run up
잡지 못하게 닿지 못하게
Ant, go fly
날아가 저 위를 향해
Ant, go run up
잡지 못하게 닿지 못하게
Ant, go run
뛰어봐 저 위로 달려
Ant, go run up
잡지 못하게 닿지 못하게
Ant, go run",개미가 타고 있어요 OST Special,11
"
				Police Class
			","생각이 자꾸 머무는 건
마음이 끌리는 것
내 발걸음이 멈춘 곳에
어딘가 놓여있어
어느덧 생겨버린 바램
생각에 반을 채워
부풀어짐 끝에 내 마음은
터지고 흩어졌지
내 머릿속 세상은
온통 그 조각들
It's Uncountable of pieces
줍고 또 주워 내 주머니 속에
넣어도 넘쳐
끝도 없는 네 생각 그 하나에
나는 터져버렸어
I explode
I explode
왠지 욕심을 좀 부렸어
무턱대고 뛰어가
어떤 결말일까 생각도
않은 채 다가서 봐
내 마음속 어딘 간
이미 뜨거워
It's Uncountable of pieces
줍고 또 주워 내 주머니 속에
넣어도 넘쳐
끝도 없는 네 생각 그 하나에
나는 터져버렸어
I explode
I explode
Somedays I take a break again
I wonder is this what I want
And it feels like always
I'll make the same choice again
줍고 또 주워 내 주머니 속에
넣어도 넘쳐
끝도 없는 네 생각 그 하나에
나는 터져버렸어
I explode
I explode",너와 나의 경찰수업 OST,30
"
				날아올라
			","아득하게 저 빛나는 별들로
이 세상을 가득 채워가
I wanna be your star
흐릿해진 그 발자국 뒤로
I'm Running Fly 난 따라가
조금 더 가까이
아직은 멀었지만
손 안에 난 움켜쥐고서
또 다시 네게 외쳐
날아올라 높은 곳으로
저 맑은 하늘 위로 외쳐 난
널 가득 품고서
I wanna shooting for Love
날아올라 높은 곳으로
저 파란 구름 위에 그려가
늘 같은 곳에서
쉼 없이 너를 그려
끝도 없이 어두운 이 길도
우리 함께 가득 채워가
I wanna be your star
흐릿했던 그 발자국들이
I got it 난 더 날아가
조금 더 가까이
아직은 멀었지만
손 안에 난 움켜쥐고서
또 다시 네게 외쳐
날아올라 높은 곳으로
저 맑은 하늘 위를 날아 난
널 가득 안고서
I wanna shooting for love
날아올라 높은 곳까지
네 안에 있는 너를 그려가
저 높은 곳에서
쉼 없이 너를 그려
끝없이 가득 차있어
쉼 없이 너로 차있어
날아올라 저 하늘
또 한 번 한계선을 넘어
저 높은 곳에서
I wanna shooting for love
날아올라 높은 곳에서
불안한 마음 모두 떨쳐내
늘 같은 곳에서
쉼 없이 너를 그려",꽃 피면 달 생각하고 OST,12
"
				Run To You
			","알 수 없는 그 어디에서
길을 잃고 헤매일 때
혼자라는 게 난 외로워
누군가를 기다릴 때
나를 닮은 길을 잃은 또 한 사람
우연히 너를 만나
그 순간에 잠든 나의 하늘에
눈을 뜨는 너라는 별
지금 Run To You
니가 있는 그곳으로 난 달려가
그래 I Need You
널 처음 만난 그날부터 내 모든 건 너야
아무 의미 없는 하루 끝에 서서
내일은 오지 않길
그 순간에 어두운 나의 세상에
빛을 내는 너라는 꿈
지금 Run To You
니가 있는 그곳으로 난 달려가
그래 I Need You
널 처음 만난 그날부터 내 모든 건 너야
끝이 보이지 않아
멈추고 눈을 감았던 그때
정해진 우연이면 운명인 것처럼
내 앞에 나타난 너
다시 Run To You
쉬지 않고 빛을 따라 난 달려가
오직 I Need You
내 손을 잡은 그날부터 내 모든 건 너야",런 온 OST,107
"
				신사동 그 사람
			","희미한 불빛 사이로
마주치는 그 눈길 피할 수 없어
나도 몰래 사랑을 느끼며
만났던 그 사람
행여 오늘도 다시 만날까
그날 밤 그 자리에 기다리는데
그 사람 오지 않고 나를 울리네
시간은 자정 넘어 새벽으로 가는데
그날 밤 만났던 사람
나를 잊으셨나 봐
희미한 불빛 사이로
오고 가던 그 눈길 어쩔 수 없어
나도 몰래 마음을 주면서
사랑한 그 사람
오늘 밤도 행여 만날까
그날 밤 그 자리에 마음 설레며
그 사람 기다려도 오지를 않네
자정은 벌써 지나 새벽으로 가는데
내 마음 가져간 사람
신사동 그 사람
행여 오늘도 다시 만날까
그날 밤 그 자리에 기다리는데
그 사람 오지 않고 나를 울리네
시간은 자정 넘어 새벽으로 가는데
그날 밤 만났던 사람
나를 잊으셨나 봐",<불후의 명곡> - 부부 작곡가·작사가 남국인&故정은이 편 2부,22
